"Feature"	"Measured Variable"	"Test Variable"	"coef"	"stderr"	"N"	"N.not.0"	"pval"	"qval"	"Subset"	"Model Name"	"Reference Variable"
"g__Lactobacillus"	"lastDiet"	"Formula"	0.0592875137924136	0.0235607208116234	144	79	0.0130367950441979	0.169673323142341	"first Symptomatic"	"case lastDiet pro"	"Exclusively BF"
"f__Ruminococcaceae_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.00818212274955007	0.00333814578607642	144	26	0.0155303251532503	0.186363901839004	"first Symptomatic"	"case lastDiet pro"	"visit_age_mo"
"f__Lachnospiraceae_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.024911450667141	0.0102499535545892	144	77	0.0164054211808781	0.188518619641422	"first Symptomatic"	"case lastDiet pro"	"visit_age_mo"
"g__Blautia"	"visit_age_mo"	"visit_age_mo"	0.0208244974313521	0.00862231031092794	144	87	0.0170759619240419	0.188518619641422	"first Symptomatic"	"case lastDiet pro"	"visit_age_mo"
"g__Peptoniphilus"	"lastDiet"	"Formula"	0.0181544101085048	0.00764054816894767	144	28	0.0189139995678726	0.200779380028186	"first Symptomatic"	"case lastDiet pro"	"Exclusively BF"
"g__Megasphaera"	"visit_age_mo"	"visit_age_mo"	0.00241257326604337	0.00103018824872783	144	25	0.0206609176392239	0.203657616729492	"first Symptomatic"	"case lastDiet pro"	"visit_age_mo"
"g__Haemophilus"	"lastDiet"	"Partially BF"	-0.0712993740486657	0.0303710117644592	144	115	0.0203581849642023	0.203657616729492	"first Symptomatic"	"case lastDiet pro"	"Exclusively BF"
"g__Anaerococcus"	"lastDiet"	"Formula"	0.0263334242848268	0.0114100320513274	144	41	0.0225355158619939	0.214475944065873	"first Symptomatic"	"case lastDiet pro"	"Exclusively BF"
"o__Clostridiales_unknwn"	"lastDiet"	"Formula"	0.10083056353817	0.0192770452068545	144	108	6.34327604746193e-07	8.75372094549747e-05	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Oscillospira"	"visit_age_mo"	"visit_age_mo"	0.0130711645948298	0.00243080789769809	144	45	3.26475503166772e-07	8.75372094549747e-05	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unknwn"	"symptoms"	"Symptomatic"	-0.0876523402610549	0.0185906755449383	144	108	5.98857199064682e-06	0.000550948623139507	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Lachnospiraceae_unknwn"	"visit_age_mo"	"visit_age_mo"	0.0076420962366073	0.0017525294406865	144	17	2.56498222779044e-05	0.0017698377371754	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Bacteroides"	"mode_of_delivery"	"Vaginal"	0.237583813101367	0.0606152224612592	144	143	0.000140870251855271	0.00777603790241095	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Faecalibacterium"	"visit_age_mo"	"visit_age_mo"	0.0131859835772582	0.00350752321244729	144	53	0.000253462350536892	0.011659268124697	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Staphylococcus"	"visit_age_mo"	"visit_age_mo"	-0.0255181006601754	0.00695579836799009	144	124	0.000350809096180577	0.0138319015065485	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Roseburia"	"lastDiet"	"Formula"	0.0315744478002425	0.00875067135600523	144	37	0.000434157154697156	0.0149784218370519	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Atopobium"	"visit_age_mo"	"visit_age_mo"	0.00183224875968119	0.000516166979644606	144	17	0.000532499611103343	0.0156712554270287	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.00498260527031694	0.00141102909636111	144	17	0.000567799109674952	0.0156712554270287	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unknwn"	"probiotics_firstyr"	"Pro +"	0.0635992546062007	0.0185672005105827	144	108	0.000815362869084624	0.0204581956243051	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unknwn"	"lastDiet"	"Partially BF"	0.0727317767542349	0.0213997000374131	144	108	0.000891971679043185	0.0204733820880729	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Veillonella"	"mode_of_delivery"	"Vaginal"	-0.0998781128877846	0.0295892963678078	144	135	0.000964325967916476	0.0204733820880729	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__.Eubacterium."	"visit_age_mo"	"visit_age_mo"	0.0124763146106105	0.00382526980935338	144	60	0.00140540479464276	0.0277065516658145	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Enterobacteriaceae_unclsfd"	"symptoms"	"Symptomatic"	0.217388311892672	0.0691368481826485	144	138	0.00205058032149329	0.0377306779154766	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Faecalibacterium"	"lastDiet"	"Formula"	0.0268702977745896	0.00876495087717615	144	53	0.0026274431914219	0.0453233950520277	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Haemophilus"	"lastDiet"	"Formula"	-0.0780276587175587	0.0273584847328619	144	115	0.00503291070377659	0.081710785543667	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unknwn"	"visit_age_mo"	"visit_age_mo"	0.0215701534207575	0.00771421134903403	144	108	0.00593234028877002	0.0909625510944737	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__.Eubacterium."	"lastDiet"	"Partially BF"	0.0289376634037811	0.0106115353570894	144	60	0.00724711037102844	0.105273813810729	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Enterobacteriaceae_unclsfd"	"probiotics_firstyr"	"Pro +"	-0.178755505569946	0.0690495468964527	144	138	0.0106942849265611	0.147581131986543	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Staphylococcus"	"lastDiet"	"Partially BF"	-0.0482929909171541	0.0192958154580967	144	124	0.0135246851780127	0.169673323142342	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Lactobacillus"	"lastDiet"	"Formula"	0.0592875137924136	0.0235607208116234	144	79	0.0130367950441979	0.169673323142342	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Ruminococcaceae_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.00818212274955006	0.00333814578607642	144	26	0.0155303251532504	0.186363901839005	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Lachnospiraceae_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.024911450667141	0.0102499535545892	144	77	0.0164054211808781	0.188518619641422	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Blautia"	"visit_age_mo"	"visit_age_mo"	0.0208244974313521	0.00862231031092794	144	87	0.0170759619240418	0.188518619641422	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Peptoniphilus"	"lastDiet"	"Formula"	0.0181544101085048	0.00764054816894767	144	28	0.0189139995678725	0.200779380028185	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Megasphaera"	"visit_age_mo"	"visit_age_mo"	0.00241257326604337	0.00103018824872783	144	25	0.0206609176392239	0.203657616729492	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Haemophilus"	"lastDiet"	"Partially BF"	-0.0712993740486657	0.0303710117644592	144	115	0.0203581849642023	0.203657616729492	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Anaerococcus"	"lastDiet"	"Formula"	0.0263334242848268	0.0114100320513274	144	41	0.0225355158619939	0.214475944065873	"first Symptomatic"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unknwn"	"lastDiet"	"Formula"	0.10083056353817	0.0192770452068545	144	108	6.34327604746193e-07	8.75372094549747e-05	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Oscillospira"	"visit_age_mo"	"visit_age_mo"	0.0130711645948298	0.00243080789769809	144	45	3.26475503166772e-07	8.75372094549747e-05	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"o__Clostridiales_unknwn"	"symptoms"	"Symptomatic"	-0.0876523402610549	0.0185906755449383	144	108	5.98857199064682e-06	0.000550948623139507	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"f__Lachnospiraceae_unknwn"	"visit_age_mo"	"visit_age_mo"	0.0076420962366073	0.0017525294406865	144	17	2.56498222779044e-05	0.0017698377371754	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Bacteroides"	"mode_of_delivery"	"Vaginal"	0.237583813101367	0.0606152224612592	144	143	0.000140870251855271	0.00777603790241095	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Faecalibacterium"	"visit_age_mo"	"visit_age_mo"	0.0131859835772582	0.00350752321244729	144	53	0.000253462350536892	0.011659268124697	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Staphylococcus"	"visit_age_mo"	"visit_age_mo"	-0.0255181006601754	0.00695579836799009	144	124	0.000350809096180577	0.0138319015065485	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Roseburia"	"lastDiet"	"Formula"	0.0315744478002425	0.00875067135600523	144	37	0.000434157154697156	0.0149784218370519	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Atopobium"	"visit_age_mo"	"visit_age_mo"	0.00183224875968119	0.000516166979644606	144	17	0.000532499611103343	0.0156712554270287	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"o__Clostridiales_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.00498260527031694	0.00141102909636111	144	17	0.000567799109674952	0.0156712554270287	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"o__Clostridiales_unknwn"	"probiotics_firstyr"	"Pro +"	0.0635992546062007	0.0185672005105827	144	108	0.000815362869084624	0.0204581956243051	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"o__Clostridiales_unknwn"	"lastDiet"	"Partially BF"	0.0727317767542349	0.0213997000374131	144	108	0.000891971679043185	0.0204733820880729	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Veillonella"	"mode_of_delivery"	"Vaginal"	-0.0998781128877846	0.0295892963678078	144	135	0.000964325967916476	0.0204733820880729	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__.Eubacterium."	"visit_age_mo"	"visit_age_mo"	0.0124763146106105	0.00382526980935338	144	60	0.00140540479464276	0.0277065516658145	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"f__Enterobacteriaceae_unclsfd"	"symptoms"	"Symptomatic"	0.217388311892672	0.0691368481826485	144	138	0.00205058032149329	0.0377306779154766	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Faecalibacterium"	"lastDiet"	"Formula"	0.0268702977745896	0.00876495087717615	144	53	0.0026274431914219	0.0453233950520277	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Haemophilus"	"lastDiet"	"Formula"	-0.0780276587175587	0.0273584847328619	144	115	0.00503291070377659	0.081710785543667	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"o__Clostridiales_unknwn"	"visit_age_mo"	"visit_age_mo"	0.0215701534207575	0.00771421134903403	144	108	0.00593234028877002	0.0909625510944737	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__.Eubacterium."	"lastDiet"	"Partially BF"	0.0289376634037811	0.0106115353570894	144	60	0.00724711037102844	0.105273813810729	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"f__Enterobacteriaceae_unclsfd"	"probiotics_firstyr"	"Pro +"	-0.178755505569946	0.0690495468964527	144	138	0.0106942849265611	0.147581131986543	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Staphylococcus"	"lastDiet"	"Partially BF"	-0.0482929909171541	0.0192958154580967	144	124	0.0135246851780127	0.169673323142342	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Lactobacillus"	"lastDiet"	"Formula"	0.0592875137924136	0.0235607208116234	144	79	0.0130367950441979	0.169673323142342	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"f__Ruminococcaceae_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.00818212274955006	0.00333814578607642	144	26	0.0155303251532504	0.186363901839005	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"f__Lachnospiraceae_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.024911450667141	0.0102499535545892	144	77	0.0164054211808781	0.188518619641422	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Blautia"	"visit_age_mo"	"visit_age_mo"	0.0208244974313521	0.00862231031092794	144	87	0.0170759619240418	0.188518619641422	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Peptoniphilus"	"lastDiet"	"Formula"	0.0181544101085048	0.00764054816894767	144	28	0.0189139995678725	0.200779380028185	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Megasphaera"	"visit_age_mo"	"visit_age_mo"	0.00241257326604337	0.00103018824872783	144	25	0.0206609176392239	0.203657616729492	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Haemophilus"	"lastDiet"	"Partially BF"	-0.0712993740486657	0.0303710117644592	144	115	0.0203581849642023	0.203657616729492	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Anaerococcus"	"lastDiet"	"Formula"	0.0263334242848268	0.0114100320513274	144	41	0.0225355158619939	0.214475944065873	"first Symptomatic"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Bacteroides"	"mode_of_delivery"	"Vaginal"	0.293501332415573	0.073651836980299	114	113	0.000124806233836032	0.0161000041648481	"last Pre-symptoms"	"case lastDiet pro"	"C-section"
"o__Clostridiales_unknwn"	"lastDiet"	"Formula"	0.122571440579574	0.0301529379885128	114	79	9.29865089915384e-05	0.0161000041648481	"last Pre-symptoms"	"case lastDiet pro"	"Exclusively BF"
"g__Peptoniphilus"	"lastDiet"	"Formula"	0.0439758197299474	0.0116193912296814	114	22	0.000256442481789696	0.0220540534339139	"last Pre-symptoms"	"case lastDiet pro"	"Exclusively BF"
"o__Clostridiales_unknwn"	"lastDiet"	"Partially BF"	0.0890834594724113	0.02410756943573	114	79	0.000350946064723156	0.0226360211746436	"last Pre-symptoms"	"case lastDiet pro"	"Exclusively BF"
"g__Megasphaera"	"lastDiet"	"Formula"	0.0170870299592704	0.00489639835117659	114	24	0.000708083722095027	0.0365371200601034	"last Pre-symptoms"	"case lastDiet pro"	"Exclusively BF"
"g__Collinsella"	"lastDiet"	"Formula"	0.0140057443129773	0.00431610938303534	114	19	0.00157603960711058	0.067769703105755	"last Pre-symptoms"	"case lastDiet pro"	"Exclusively BF"
"g__Dorea"	"visit_age_mo"	"visit_age_mo"	0.0185541923727924	0.00582951969547828	114	35	0.00191918115631696	0.0707355340471108	"last Pre-symptoms"	"case lastDiet pro"	"visit_age_mo"
"g__Clostridium"	"mode_of_delivery"	"Vaginal"	-0.155601533982234	0.0527867823724339	114	96	0.00394511459954262	0.113093285186888	"last Pre-symptoms"	"case lastDiet pro"	"C-section"
"g__Finegoldia"	"lastDiet"	"Formula"	0.0465999426087544	0.0157847030809718	114	24	0.00389264365510069	0.113093285186888	"last Pre-symptoms"	"case lastDiet pro"	"Exclusively BF"
"g__Staphylococcus"	"visit_age_mo"	"visit_age_mo"	-0.0318239687323372	0.011119741234141	114	105	0.00508299178354141	0.11976819597097	"last Pre-symptoms"	"case lastDiet pro"	"visit_age_mo"
"f__Peptostreptococcaceae_unclsfd"	"lastDiet"	"Formula"	0.0358308969953158	0.0125266980506708	114	15	0.00510639595225065	0.11976819597097	"last Pre-symptoms"	"case lastDiet pro"	"Exclusively BF"
"g__Staphylococcus"	"lastDiet"	"Partially BF"	-0.0818636118604614	0.0292934188061771	114	105	0.00617861051874985	0.122621654910574	"last Pre-symptoms"	"case lastDiet pro"	"Exclusively BF"
"g__Anaerococcus"	"lastDiet"	"Partially BF"	0.0652453957411919	0.0231524856931838	114	24	0.00577437425185044	0.122621654910574	"last Pre-symptoms"	"case lastDiet pro"	"Exclusively BF"
"g__Ruminococcus"	"lastDiet"	"Formula"	0.0147703670034792	0.00541513617214861	114	20	0.00747912022144815	0.13782950122383	"last Pre-symptoms"	"case lastDiet pro"	"Exclusively BF"
"g__Blautia"	"lastDiet"	"Formula"	0.036007695440312	0.0135843653122074	114	70	0.00927630451909435	0.157909887945243	"last Pre-symptoms"	"case lastDiet pro"	"Exclusively BF"
"g__Faecalibacterium"	"lastDiet"	"Formula"	0.0497992129709104	0.018927391724097	114	32	0.00979286126792203	0.157909887945243	"last Pre-symptoms"	"case lastDiet pro"	"Exclusively BF"
"g__Varibaculum"	"lastDiet"	"Partially BF"	0.0203632727562535	0.00785273062486414	114	14	0.0108663038937816	0.164912141446802	"last Pre-symptoms"	"case lastDiet pro"	"Exclusively BF"
"f__Enterobacteriaceae_unclsfd"	"case_id"	"AP Case"	0.201553477519159	0.0801101416201288	114	109	0.0133849760435848	0.191851323291382	"last Pre-symptoms"	"case lastDiet pro"	"No AP"
"g__Veillonella"	"mode_of_delivery"	"Vaginal"	-0.0973432886502141	0.0393328053056256	114	108	0.0149291200582481	0.20272173552779	"last Pre-symptoms"	"case lastDiet pro"	"C-section"
"g__Lachnospira"	"visit_age_mo"	"visit_age_mo"	0.00209341363003928	0.00086012593523983	114	21	0.016627290675941	0.208873309892092	"last Pre-symptoms"	"case lastDiet pro"	"visit_age_mo"
"f__Erysipelotrichaceae_unclsfd"	"probiotics_firstyr"	"Pro +"	-0.0436068010168833	0.0179798428962324	114	70	0.0170013159214493	0.208873309892092	"last Pre-symptoms"	"case lastDiet pro"	"Pro -"
"f__Enterococcaceae_unknwn"	"mode_of_delivery"	"Vaginal"	-0.0506584800551668	0.0213184840639547	114	77	0.0193008779450704	0.226346659537644	"last Pre-symptoms"	"case lastDiet pro"	"C-section"
"g__Megamonas"	"case_id"	"AP Case"	0.0158082958449557	0.00679955988337973	114	12	0.0220010630207544	0.241982055646052	"last Pre-symptoms"	"case lastDiet pro"	"No AP"
"g__Megamonas"	"probiotics_firstyr"	"Pro +"	-0.015806774735219	0.00682548015007507	114	12	0.022509958664749	0.241982055646052	"last Pre-symptoms"	"case lastDiet pro"	"Pro -"
"g__Bacteroides"	"mode_of_delivery"	"Vaginal"	0.293501332415573	0.073651836980299	114	113	0.000124806233836032	0.0161000041648481	"last Pre-symptoms"	"symptoms lastDiet pro (Control as reference)"	"Control"
